id,menu_id,order_id
438,12,145
439,1,145
440,5,145
441,2,145
442,7,145
443,13,146
444,19,146
445,19,146
446,3,146
447,21,147
448,4,147
449,6,147
450,8,147
451,7,147
452,1,148
453,19,148
454,1,148
455,12,148
456,2,148
457,13,149
458,9,149
459,13,149
460,6,150
461,7,150
462,17,150
463,21,150
464,17,151
465,9,151
466,3,151
467,8,152
468,13,152
469,17,152
470,16,152
471,5,152
472,10,153
473,15,153
474,3,153
475,7,153
476,17,154
477,15,155
478,18,155
479,7,155
480,15,155
481,1,156
482,9,157
483,7,157
484,15,157
485,19,157
486,5,158
487,22,159
488,9,159
489,22,160
490,4,160
491,11,160
492,9,160
493,0,161
494,20,161
495,14,162
496,17,162
497,16,162
498,4,162
499,3,163
500,15,164
501,7,164
502,1,164
503,9,164
504,14,164
505,0,165
506,12,166
507,9,167
508,2,167
509,0,168
510,11,169
511,21,170
512,23,170
513,13,170
514,17,170
515,8,170
516,17,171
517,22,171
518,17,171
519,16,172
520,22,172
521,7,172
522,0,172
523,17,173
524,8,173
525,13,173
526,22,173
527,11,173
528,8,174
529,13,174
530,10,174
531,12,175
532,4,176
533,8,176
534,11,176
535,20,176
536,19,176
537,20,177
538,9,178
539,13,178
540,9,178
541,9,178
542,14,178
543,12,179
544,9,179
545,18,179
546,6,180
547,6,180
548,16,180
549,0,181
550,11,181
551,8,182
552,6,182
553,13,183
554,20,183
555,5,183
556,9,184
557,10,184
558,20,184
559,10,185
560,8,185
561,18,185
562,20,185
563,8,185
564,14,186
565,0,186
566,12,187
567,9,187
568,12,187
569,11,187
570,15,187
571,6,188
572,8,188
573,20,188
574,9,189
575,6,189
576,13,189
577,17,189
578,3,189
579,8,190
580,16,190
581,15,191
582,16,191
583,0,191
584,5,191
585,6,192
586,4,192
587,9,193
588,1,193
589,14,194
590,7,194
591,3,194
592,4,194
593,5,194
594,12,195
595,13,195
596,20,195
597,14,195
598,21,195
599,18,196
600,5,196
601,3,197
602,15,197
603,13,197
604,4,197
605,22,197
606,17,198
607,12,199
608,0,199
609,17,199
610,23,200
611,1,200
612,3,200
613,18,200
614,16,200
615,15,201
616,22,201
617,9,201
618,14,202
619,20,202
620,2,202
621,18,202
622,9,203
623,17,203
624,11,203
625,7,203
626,6,203
627,7,204
628,10,204
629,10,204
630,8,204
631,1,204
632,3,205
633,22,205
634,4,205
635,5,205
636,16,206
637,18,206
638,22,206
639,7,206
640,16,206
641,6,207
642,20,207
643,19,207
644,4,207
645,8,208
646,4,208
647,1,208
648,14,209
649,0,209
650,7,209
651,2,210
652,17,210
653,23,210
654,22,210
655,22,210
656,19,211
657,3,211
658,5,211
659,10,211
660,11,212
661,7,213
662,18,213
663,3,214
664,2,214
665,16,214
666,18,214
667,2,215
668,1,215
669,20,216
670,0,216
671,8,216
672,18,216
673,19,217
674,7,217
675,23,217
676,1,217
677,18,218
678,7,218
679,7,219
680,6,219
681,10,219
682,23,219
683,6,220
684,13,220
685,15,221
686,8,221
687,0,221
688,12,221
689,0,222
690,3,222
691,15,222
692,22,223
693,3,224
694,2,224
695,7,224
696,23,224
697,8,225
698,20,225
699,21,225
700,21,226
701,5,226
702,1,226
703,1,227
704,15,227
705,21,227
706,17,228
707,18,228
708,11,228
709,0,229
710,19,229
711,18,229
712,18,229
713,22,230
714,13,230
715,22,231
716,18,231
717,18,232
718,18,232
719,14,232
720,9,232
721,1,232
722,14,233
723,4,233
724,17,233
725,5,233
726,23,234
727,13,234
728,23,234
729,5,235
730,6,235
731,2,235
732,1,236
733,17,236
734,5,236
735,23,237
736,18,237
737,2,237
738,13,237
739,12,238
740,8,238
741,4,239
742,14,240
743,4,241
744,5,241
745,3,242
746,2,242
747,6,243
748,11,243
749,8,244
750,21,244
751,0,244
752,4,244
753,1,245
754,9,246
755,16,246
756,11,246
757,2,246
758,13,246
759,10,247
760,10,247
761,16,248
762,20,249
763,0,250
764,2,250
765,20,250
766,14,250
767,17,250
768,2,251
769,12,252
770,17,252
771,8,252
772,15,252
773,1,252
774,11,253
775,17,254
776,11,254
777,0,254
778,7,254
779,23,255
780,3,255
781,5,256
782,7,257
783,5,257
784,0,257
785,7,257
786,20,258
787,20,258
788,13,258
789,14,258
790,3,258
791,1,259
792,16,259
793,14,259
794,15,260
795,18,260
796,12,260
797,1,261
798,17,261
799,22,261
800,16,261
801,23,261
802,22,262
803,15,263
804,2,264
805,11,265
806,17,265
807,7,265
808,1,266
809,17,266
810,20,266
811,18,266
812,15,266
813,5,267
814,5,267
815,21,267
816,7,267
817,20,267
818,13,268
819,16,268
820,3,268
821,8,268
822,21,268
823,1,269
824,15,269
825,3,269
826,7,269
827,7,269
828,19,270
829,0,270
830,9,270
831,6,270
832,21,270
833,19,271
834,6,271
835,5,272
836,9,272
837,19,272
838,8,272
839,22,272
840,11,273
841,13,273
842,7,273
843,4,273
844,20,274
845,21,274
846,17,274
847,19,275
848,0,276
849,4,276
850,15,276
851,22,276
852,16,276
853,17,277
854,19,277
855,5,278
856,22,278
857,15,278
858,22,278
859,13,278
860,7,279
861,11,279
862,14,279
863,18,279
864,9,279
865,3,280
866,18,280
867,1,280
868,16,280
869,2,280
870,20,281
871,12,281
872,20,281
873,8,282
874,5,283
875,2,283
876,12,284
877,10,284
878,16,284
879,23,285
880,23,286
881,23,286
882,21,286
883,15,287
884,12,287
885,0,287
886,4,287
887,1,287
888,21,288
889,19,288
890,10,289
891,22,289
892,15,290
893,23,290
894,14,290
895,17,291
896,1,291
897,12,291
898,13,291
899,19,292
900,13,292
901,1,293
902,7,293
903,22,294
904,5,294
905,21,294
906,14,294
907,2,294
908,18,295
909,18,295
910,10,295
911,18,295
912,20,295
913,19,296
914,10,296
915,8,296
916,22,297
917,3,297
918,18,297
919,0,297
920,2,297
921,22,298
922,13,298
923,10,299
924,5,299
925,23,299
926,17,300
927,10,300
928,7,300
929,21,300
930,0,300
931,1,301
932,18,301
933,8,302
934,14,302
935,22,302
936,19,302
937,8,303
938,17,303
939,10,303
940,20,303
941,7,303
942,12,304
943,22,304
944,7,304
945,3,305
946,11,305
947,14,305
948,22,306
949,7,306
950,1,306
951,16,307
952,17,308
953,16,308
954,2,308
955,15,308
956,16,309
957,16,310
958,13,310
959,21,310
960,13,310
961,16,311
962,5,312
963,0,312
964,3,313
965,10,313
966,10,313
967,13,313
968,21,314
969,21,314
970,10,314
971,23,314
972,20,314
973,18,315
974,11,315
975,2,315
976,7,316
977,9,317
978,19,317
979,23,317
980,5,317
981,19,317
982,5,318
983,22,318
984,23,319
985,10,319
986,9,319
987,8,320
988,2,320
989,20,321
990,10,321
991,7,321
992,9,321
993,18,322
994,14,322
995,12,322
996,12,323
997,5,323
998,10,324
999,1,324
1000,2,324
1001,5,324
1002,12,325
1003,19,325
1004,16,325
1005,20,325
1006,22,325
1007,3,326
1008,7,326
1009,21,327
1010,10,327
1011,17,328
1012,19,329
1013,4,329
1014,20,329
1015,15,329
1016,3,329
1017,1,330
1018,9,330
1019,3,330
1020,4,331
1021,12,331
1022,9,332
1023,17,332
1024,9,332
1025,16,333
1026,2,333
1027,16,333
1028,9,333
1029,20,334
1030,15,334
1031,22,335
1032,18,335
1033,5,335
1034,6,335
1035,17,336
1036,20,336
1037,16,337
1038,2,338
1039,2,339
1040,8,339
1041,4,339
1042,11,340
1043,9,341
1044,21,341
1045,17,341
1046,6,341
1047,10,341
1048,2,342
1049,11,343
1050,13,343
1051,2,344
1052,1,344
1053,4,344
1054,6,344
1055,13,345
1056,9,345
1057,10,345
1058,10,346
1059,7,346
1060,18,346
1061,17,346
1062,21,347
1063,15,347
1064,13,347
1065,14,347
1066,19,347
1067,8,348
1068,11,348
1069,2,348
1070,5,349
1071,1,349
1072,2,349
1073,14,349
1074,20,350
1075,4,350
1076,11,350
1077,7,350
1078,13,350
1079,11,351
1080,23,351
1081,17,351
1082,4,351
1083,8,351
1084,19,352
1085,3,352
1086,21,352
1087,11,353
1088,10,353
1089,23,354
1090,12,355
1091,5,355
1092,11,355
1093,8,355
1094,23,356
1095,12,357
1096,10,357
1097,23,357
1098,7,358
1099,21,358
1100,7,358
1101,5,358
1102,10,358
1103,17,359
1104,7,360
1105,21,361
1106,14,361
1107,13,361
1108,15,361
1109,10,362
1110,16,362
1111,19,362
1112,18,362
1113,12,362
1114,23,363
1115,19,364
1116,9,364
1117,16,364
1118,17,364
1119,4,365
1120,12,365
1121,15,366
1122,1,367
1123,7,367
1124,11,368
1125,6,369
1126,5,369
1127,6,369
1128,14,369
1129,23,369
1130,3,370
1131,5,370
1132,10,370
1133,10,370
1134,12,371
1135,18,371
1136,4,371
1137,4,371
1138,15,371
1139,16,372
1140,23,372
1141,23,372
1142,8,372
1143,14,372
1144,14,373
1145,7,373
1146,22,374
1147,13,374
1148,4,374
1149,9,374
1150,8,374
1151,4,375
1152,7,375
1153,15,375
1154,17,375
1155,4,375
1156,2,376
1157,8,376
1158,10,376
1159,4,376
1160,19,376
1161,8,377
1162,21,378
1163,14,378
1164,14,379
1165,0,380
1166,4,380
1167,20,380
1168,20,380
1169,9,381
1170,10,381
1171,5,381
1172,3,381
1173,13,382
1174,15,382
1175,15,383
1176,15,383
1177,18,384
1178,22,385
1179,18,385
1180,14,386
1181,7,387
1182,18,387
1183,21,387
1184,7,387
1185,17,388
1186,18,388
1187,18,388
1188,7,389
1189,18,389
1190,8,389
1191,18,389
1192,12,389
1193,19,390
1194,20,390
1195,7,390
1196,11,391
1197,21,391
1198,6,391
1199,4,392
1200,8,392
1201,18,392
1202,17,393
1203,13,394
1204,23,394
1205,16,394
1206,8,394
1207,7,395
1208,8,395
1209,5,395
1210,22,396
1211,20,396
1212,13,396
1213,12,396
1214,0,397
1215,16,397
1216,0,397
1217,16,397
1218,7,397
1219,22,398
1220,22,398
1221,16,399
1222,22,399
1223,21,399
1224,15,400
1225,15,400
1226,4,400
1227,8,401
1228,14,401
1229,9,401
1230,17,401
1231,8,402
1232,11,403
1233,23,403
1234,1,404
1235,23,404
1236,17,405
1237,6,406
1238,7,406
1239,3,406
1240,6,406
1241,4,406
1242,4,407
1243,11,408
1244,18,408
1245,18,408
1246,6,408
1247,18,408
1248,13,409
1249,17,409
1250,8,410
1251,4,410
1252,7,410
1253,3,410
1254,8,411
1255,6,411
1256,11,412
1257,8,412
1258,10,412
1259,21,413
1260,13,413
1261,0,413
1262,5,413
1263,18,414
1264,23,414
1265,22,414
1266,8,415
1267,0,416
1268,22,416
1269,2,417
1270,8,417
1271,6,417
1272,0,417
1273,7,418
1274,12,418
1275,15,418
1276,18,419
1277,9,420
1278,3,420
1279,12,420
1280,12,421
1281,20,421
1282,3,421
1283,6,422
1284,9,422
1285,6,423
1286,3,423
1287,2,424
1288,0,425
1289,10,425
1290,4,425
1291,21,425
1292,13,425
1293,9,426
1294,1,427
1295,19,427
1296,13,427
1297,16,427
1298,21,428
1299,12,428
1300,16,429
1301,0,429
1302,6,429
1303,4,430
1304,19,430
1305,21,430
1306,10,430
1307,1,431
1308,4,431
1309,17,432
1310,4,432
1311,2,432
1312,14,433
1313,10,433
1314,12,433
1315,4,433
1316,4,434
1317,9,434
1318,18,434
1319,5,435
1320,0,435
1321,4,435
1322,22,435
1323,2,436
1324,14,436
1325,3,437
1326,7,437
1327,12,437
1328,13,438
1329,7,438
1330,4,439
1331,7,439
1332,13,440
1333,18,440
1334,14,440
1335,16,441
1336,5,441
1337,18,441
1338,0,441
1339,0,442
1340,4,442
1341,11,442
1342,13,442
1343,3,443
1344,15,443
1345,9,443
1346,7,443
1347,16,443
1348,15,444
1349,11,444
1350,1,444
1351,5,445
1352,1,446
1353,5,446
1354,11,446
1355,13,446
1356,5,446
1357,8,447
1358,16,447
1359,16,447
1360,4,447
1361,8,448
1362,15,448
1363,14,449
1364,23,450
1365,22,450
1366,7,451
1367,12,451
1368,13,451
1369,11,451
1370,18,452
1371,1,452
1372,21,452
1373,21,452
1374,21,452
1375,1,453
1376,9,453
1377,6,453
1378,21,454
1379,15,454
1380,22,455
1381,17,456
1382,5,457
1383,5,457
1384,0,458
1385,3,458
1386,15,458
1387,21,459
1388,20,460
1389,8,460
1390,4,461
1391,10,462
1392,22,462
1393,1,462
1394,3,462
1395,21,462
1396,19,463
1397,20,463
1398,2,463
1399,17,463
1400,20,464
1401,1,464
1402,21,464
1403,0,464
1404,15,465
1405,22,466
1406,8,466
1407,3,466
1408,19,467
1409,2,467
1410,4,467
1411,9,468
1412,21,468
1413,8,469
1414,5,469
1415,21,469
1416,0,469
1417,3,469
1418,21,470
1419,14,470
1420,3,470
1421,4,471
1422,21,471
1423,15,472
1424,4,472
1425,10,472
1426,5,472
1427,15,473
1428,5,474
1429,5,475
1430,3,475
1431,3,475
1432,10,475
1433,20,475
1434,22,476
1435,8,476
1436,16,477
1437,9,478
1438,18,479
1439,4,480
1440,19,481
1441,3,481
1442,19,482
1443,7,482
1444,21,482
1445,19,482
1446,15,482
1447,3,483
1448,14,483
1449,6,483
1450,9,483
1451,6,484
1452,1,484
1453,10,484
1454,23,484
1455,19,484
1456,20,485
1457,14,486
1458,21,487
1459,14,487
1460,12,487
1461,7,487
1462,8,488
1463,2,488
1464,21,488
1465,14,489
1466,3,489
1467,16,489
1468,1,489
1469,5,489
1470,1,490
1471,10,491
1472,23,491
1473,14,492
1474,15,492
1475,14,492
1476,5,493
1477,5,493
1478,5,493
1479,19,494
1480,9,494
1481,3,494
1482,6,494
1483,7,494
1484,0,495
1485,11,495
1486,16,495
1487,10,495
1488,11,496
1489,17,496
1490,16,496
1491,15,496
1492,16,496
1493,22,497
1494,3,497
1495,8,497
1496,2,498
1497,14,499
1498,15,499
1499,6,500
1500,20,500
1501,20,500
1502,15,500
1503,17,501
1504,0,502
1505,15,502
1506,9,503
1507,0,503
1508,9,503
1509,22,503
1510,13,504
1511,17,504
1512,10,504
1513,2,504
1514,1,504
1515,21,505
1516,10,505
1517,6,506
1518,20,507
1519,10,507
1520,3,507
1521,19,507
1522,23,508
1523,0,508
1524,21,508
1525,1,508
1526,11,508
1527,0,509
1528,17,509
1529,22,509
1530,13,509
1531,11,510
1532,10,511
1533,5,511
1534,22,511
1535,13,511
1536,13,511
1537,18,512
1538,23,512
1539,18,513
1540,7,513
1541,20,513
1542,9,513
1543,1,514
1544,4,515
1545,18,515
1546,12,515
1547,19,515
1548,23,516
1549,16,517
1550,13,517
1551,10,518
1552,2,518
1553,21,519
1554,4,519
1555,15,519
1556,2,519
1557,5,520
1558,11,520
1559,21,520
1560,0,520
1561,5,521
1562,13,521
1563,2,521
1564,14,522
1565,4,523
1566,11,523
1567,18,523
1568,0,523
1569,22,524
1570,23,524
1571,12,524
1572,16,525
1573,6,525
1574,16,525
1575,13,525
1576,0,526
1577,6,527
1578,2,527
1579,7,527
1580,7,527
1581,0,528
1582,4,528
1583,5,529
1584,11,529
1585,10,529
1586,20,529
1587,2,529
1588,5,530
1589,4,531
1590,14,531
1591,13,532
1592,2,532
1593,1,532
1594,10,532
1595,22,532
1596,23,533
1597,9,533
1598,0,533
1599,12,533
1600,21,533
1601,22,534
1602,16,535
1603,7,536
1604,1,537
1605,3,537
1606,22,538
1607,9,538
1608,15,538
1609,11,538
1610,23,539
1611,7,539
1612,21,540
1613,16,540
1614,17,541
1615,15,541
1616,21,541
1617,12,541
1618,1,541
1619,17,542
1620,12,542
1621,18,542
1622,9,542
1623,23,542
1624,14,543
1625,11,543
1626,4,544
1627,2,544
1628,16,545
1629,19,545
1630,1,546
1631,23,546
1632,18,546
1633,8,547
1634,0,547
1635,10,547
1636,5,547
1637,21,548
1638,15,548
1639,6,549
1640,18,549
1641,10,550
1642,22,550
1643,18,550
1644,3,550
1645,19,551
1646,20,551
1647,15,551
1648,17,552
1649,2,552
1650,0,552
1651,6,552
1652,0,552
1653,9,553
1654,8,553
1655,18,553
1656,3,554
1657,7,554
1658,9,554
1659,18,554
1660,13,554
1661,13,555
1662,7,555
1663,23,555
1664,9,555
1665,3,556
1666,0,557
1667,8,557
1668,2,557
1669,6,557
1670,10,557
1671,3,558
1672,12,558
1673,23,558
1674,22,559
1675,12,560
1676,21,560
1677,20,560
1678,9,561
1679,17,562
1680,12,562
1681,17,562
1682,15,562
1683,7,562
1684,4,563
1685,21,563
1686,15,563
1687,23,563
1688,10,563
1689,12,564
1690,18,564
1691,14,564
1692,17,565
1693,6,565
1694,2,565
1695,6,566
1696,22,566
1697,1,566
1698,5,566
1699,2,567
1700,0,567
1701,12,567
1702,9,567
1703,10,568
1704,20,568
1705,12,569
1706,6,569
1707,4,569
1708,15,570
1709,18,571
1710,12,572
1711,14,573
1712,13,573
1713,5,573
1714,19,574
1715,17,574
1716,19,574
1717,5,574
1718,1,575
1719,21,575
1720,20,576
1721,15,576
1722,6,576
1723,16,576
1724,5,577
1725,0,577
1726,20,578
1727,11,578
1728,16,578
1729,20,578
1730,11,579
1731,2,579
1732,23,579
1733,10,580
1734,15,580
1735,10,580
1736,2,581
1737,22,581
1738,6,581
1739,2,581
1740,11,581
1741,15,582
1742,3,582
1743,6,582
1744,6,583
1745,6,583
1746,0,583
1747,4,583
1748,19,583
1749,3,584
1750,1,584
1751,13,584
1752,0,584
1753,16,585
1754,13,585
1755,6,586
1756,17,586
1757,2,586
1758,0,586
1759,15,586
1760,21,587
1761,3,587
1762,14,587
1763,18,587
1764,10,587
1765,23,588
1766,16,588
1767,20,588
1768,22,588
1769,7,588
1770,13,589
1771,1,589
1772,14,590
1773,22,591
1774,12,591
1775,20,591
1776,21,591
1777,0,591
1778,17,592
1779,22,592
1780,16,592
1781,6,593
1782,20,593
1783,15,594
1784,23,594
1785,4,594
1786,3,594
1787,16,594
1788,17,595
1789,23,596
1790,20,596
1791,17,597
1792,18,598
1793,7,598
1794,1,599
1795,3,599
1796,0,599
1797,13,599
1798,23,600
1799,20,601
1800,14,601
1801,16,601
1802,2,601
1803,3,601
1804,0,602
1805,12,603
1806,18,604
1807,13,604
1808,22,604
1809,12,604
1810,7,605
1811,11,605
1812,6,605
1813,13,605
1814,5,605
1815,4,606
1816,17,606
1817,5,606
1818,7,606
1819,20,607
1820,16,608
1821,23,609
1822,17,610
1823,17,610
1824,11,610
1825,8,610
1826,15,610
1827,4,611
1828,9,611
1829,17,611
1830,6,611
1831,23,611
1832,0,612
1833,23,612
1834,2,612
1835,20,612
1836,14,612
1837,13,613
1838,16,613
1839,2,613
1840,21,613
1841,14,614
1842,16,615
1843,9,615
1844,5,615
1845,9,616
1846,22,616
1847,20,616
1848,11,617
1849,10,617
1850,7,618
1851,19,618
1852,5,619
1853,21,619
1854,17,619
1855,19,619
1856,20,620
1857,17,620
1858,1,620
1859,8,620
1860,4,621
1861,16,621
1862,22,621
1863,3,621
1864,11,621
1865,4,622
1866,18,622
1867,11,623
1868,15,623
1869,0,623
1870,5,623
1871,6,624
1872,3,624
1873,14,624
1874,17,624
1875,7,624
1876,17,625
1877,5,625
1878,15,626
1879,10,626
1880,20,626
1881,3,627
1882,6,627
1883,17,628
1884,3,628
1885,10,628
1886,10,628
1887,13,628
1888,16,629
1889,20,630
1890,5,630
1891,10,630
1892,1,630
1893,0,631
1894,2,632
1895,15,632
1896,16,632
1897,4,632
1898,20,632
1899,4,633
1900,3,633
1901,18,633
1902,12,634
1903,23,634
1904,15,634
1905,14,635
1906,5,635
1907,9,636
1908,23,636
1909,21,636
1910,13,636
1911,13,636
1912,5,637
1913,6,637
1914,22,637
1915,19,637
1916,8,638
1917,7,638
1918,1,639
1919,15,639
1920,6,639
1921,7,639
1922,19,639
1923,20,640
1924,7,640
1925,2,640
1926,14,641
1927,23,641
1928,18,641
1929,13,642
1930,14,642
1931,21,642
1932,15,643
1933,19,643
1934,23,644
1935,13,644
1936,3,644
1937,13,644
1938,0,644
1939,5,645
1940,1,646
1941,12,647
1942,4,647
1943,7,647
1944,0,647
1945,17,647
1946,15,648
1947,0,648
1948,0,648
1949,4,648
1950,17,649
1951,14,649
1952,5,649
1953,9,650
1954,12,650
1955,18,651
1956,1,651
1957,2,651
1958,17,651
1959,3,651
1960,10,652
1961,7,652
1962,4,653
1963,0,653
1964,14,654
1965,19,654
1966,15,655
1967,6,656
1968,12,656
1969,9,657
1970,3,658
1971,20,658
1972,21,658
1973,9,658
1974,18,659
1975,15,659
1976,7,659
1977,5,660
1978,20,660
1979,13,661
1980,16,661
1981,22,661
1982,1,661
1983,16,662
1984,22,663
1985,18,664
1986,2,664
1987,22,664
1988,7,665
1989,23,666
1990,18,666
1991,15,666
1992,22,666
1993,14,666
1994,22,667
1995,21,667
1996,20,667
1997,1,667
1998,10,667
1999,19,668
2000,9,669
2001,16,669
2002,20,669
2003,19,669
2004,5,669
2005,1,670
2006,1,671
2007,21,671
2008,14,672
2009,8,672
2010,1,672
2011,17,673
2012,9,673
2013,7,673
2014,15,673
2015,0,673
2016,18,674
2017,18,675
2018,15,675
2019,22,675
2020,11,675
2021,14,676
2022,5,676
2023,21,676
2024,12,677
2025,3,677
2026,23,677
2027,16,677
2028,15,678
2029,12,678
2030,12,679
2031,6,679
2032,7,679
2033,23,680
2034,8,680
2035,12,680
2036,22,680
2037,20,680
2038,22,681
2039,23,682
2040,23,682
2041,8,682
2042,17,682
2043,16,683
2044,9,684
2045,22,685
2046,3,686
2047,1,686
2048,2,687
2049,21,687
2050,18,687
2051,8,687
2052,2,688
2053,20,688
2054,21,688
2055,14,688
2056,19,689
2057,14,689
2058,0,689
2059,16,689
2060,9,689
2061,7,690
2062,13,691
2063,10,691
2064,0,691
2065,18,692
2066,23,692
2067,1,692
2068,13,693
2069,13,693
2070,11,693
2071,12,693
2072,21,694
2073,1,694
2074,14,694
2075,12,695
2076,10,696
2077,20,696
2078,8,696
2079,9,696
2080,16,697
2081,19,697
2082,12,697
2083,19,698
2084,1,699
2085,18,699
2086,1,700
2087,13,700
2088,8,700
2089,13,700
2090,6,700
2091,8,701
2092,14,701
2093,17,701
2094,5,702
2095,15,703
2096,22,704
2097,12,704
2098,8,704
2099,13,705
2100,13,705
2101,15,706
2102,13,706
2103,16,706
2104,18,706
2105,2,706
2106,6,707
2107,23,707
2108,23,707
2109,21,707
2110,21,708
2111,14,708
2112,5,709
2113,2,709
2114,19,710
2115,6,710
2116,20,711
2117,8,712
2118,7,712
2119,9,712
2120,15,713
2121,17,713
2122,21,713
2123,3,713
2124,10,714
2125,13,714
2126,5,715
2127,17,716
2128,22,716
2129,18,717
2130,2,717
2131,17,717
2132,1,717
2133,12,718
2134,22,718
2135,17,718
2136,20,718
2137,13,719
2138,12,719
