id,placed_at,cost,employee_id
47,2025-09-29T17:49:12.501186,41.70,3
48,2024-11-22T13:09:54.445724,17.45,3
49,2025-02-13T12:31:30.557847,31.15,1
50,2024-09-27T22:05:22.706750,30.55,0
51,2025-05-20T12:43:19.370850,23.95,11
52,2024-10-24T17:04:21.972126,33.70,7
53,2025-07-22T18:11:46.402588,32.50,9
54,2024-07-01T07:57:48.392570,31.40,1
55,2024-11-27T14:11:10.159539,40.70,0
56,2024-07-31T05:14:33.594233,38.00,6
57,2024-09-11T04:23:26.931616,36.85,10
58,2025-02-09T18:46:25.582692,9.45,9
59,2025-01-16T01:00:13.883631,10.00,3
60,2025-05-14T13:16:53.658588,35.00,9
61,2024-12-23T10:05:14.499954,36.25,10
62,2025-04-08T06:17:04.806866,38.50,3
63,2024-10-21T18:12:56.745030,20.15,2
64,2024-11-28T05:19:29.006488,24.20,1
65,2025-02-13T06:16:52.601412,7.75,0
66,2024-07-18T04:12:18.711988,40.35,4
67,2024-10-03T07:47:40.185438,37.35,0
68,2024-12-29T19:54:50.205364,7.70,7
69,2024-11-15T10:13:12.200381,40.65,11
70,2025-02-03T17:57:46.571907,29.40,1
71,2025-06-15T09:17:26.137161,20.00,9
72,2025-02-01T05:23:55.329338,15.45,2
73,2024-06-17T21:48:45.394240,8.25,7
74,2025-09-15T17:05:54.368510,37.05,5
75,2025-01-06T04:28:16.645940,38.00,1
76,2025-01-29T23:23:06.686847,16.55,10
77,2025-09-15T02:25:27.863837,13.75,9
78,2024-11-06T02:26:27.146732,15.20,2
79,2025-01-03T05:50:13.572711,17.50,8
80,2024-10-20T07:40:57.677418,22.65,2
81,2025-01-12T09:00:27.033215,18.00,2
82,2025-03-25T05:07:21.168423,29.95,2
83,2024-10-11T23:35:48.657550,37.45,8
84,2025-03-06T13:26:54.061217,22.75,11
85,2024-07-13T20:41:13.841136,32.15,2
86,2024-07-07T15:36:57.873979,23.65,9
87,2025-01-29T11:15:04.202712,44.15,0
88,2025-06-15T21:34:50.650605,25.65,8
89,2025-06-07T13:14:24.130604,40.40,7
90,2025-02-17T13:41:33.163542,31.75,5
91,2024-10-19T18:54:26.171831,24.55,3
92,2024-10-06T01:00:53.141692,30.90,0
93,2025-07-27T14:35:50.820366,15.75,11
94,2024-10-21T09:35:44.629689,33.30,6
95,2024-07-26T07:21:18.156040,48.15,6
96,2025-03-10T23:05:49.516161,12.75,11
97,2025-05-22T05:54:36.917302,7.25,11
98,2024-06-25T04:30:40.493083,42.15,11
99,2025-09-23T06:02:20.720140,39.40,9
100,2024-11-30T22:08:27.398504,23.20,3
101,2025-06-12T16:14:37.914801,40.20,2
102,2024-06-19T04:58:23.736404,6.95,3
103,2025-05-17T04:58:08.506381,39.45,9
104,2025-03-19T19:56:02.904160,33.75,2
105,2025-04-15T23:02:47.750314,37.20,1
106,2025-09-08T16:04:20.830670,33.70,8
107,2025-06-09T06:25:07.398639,42.20,0
108,2025-03-10T02:07:45.963348,24.70,9
109,2025-02-21T14:30:18.507858,31.55,2
110,2025-07-26T04:55:19.229401,14.65,10
111,2025-06-28T07:26:45.331661,19.95,4
112,2024-05-22T16:55:58.734112,38.65,5
113,2024-10-27T05:30:28.246403,25.70,9
114,2025-05-10T09:16:08.604092,27.00,11
115,2025-06-24T18:37:25.093557,14.50,7
116,2024-11-26T20:31:25.225651,9.80,8
117,2025-04-14T14:33:52.272604,21.45,4
118,2024-09-11T21:14:04.184894,7.70,2
119,2025-01-02T10:04:53.161353,8.75,3
120,2024-05-30T00:53:15.777395,22.45,8
121,2024-06-11T10:15:25.103888,7.45,1
122,2025-05-03T19:22:43.710228,37.90,11
123,2025-02-28T12:28:30.049899,15.05,9
124,2024-05-29T15:16:54.876393,18.95,10
125,2025-04-05T09:55:19.631432,32.20,11
126,2025-05-19T16:47:13.967090,40.90,6
127,2025-06-24T12:36:30.356982,16.05,1
128,2025-06-07T15:56:54.995645,7.50,2
129,2024-09-08T01:04:16.867245,24.45,11
130,2024-08-16T22:17:36.533136,37.95,2
131,2024-10-10T21:09:28.969304,7.50,3
132,2024-11-09T12:19:40.048512,8.00,1
133,2025-04-19T15:56:03.446179,45.20,8
134,2024-08-01T15:56:38.801213,16.30,1
135,2025-04-14T15:39:01.036353,25.50,0
136,2025-03-24T13:52:20.499904,29.45,7
137,2025-05-05T01:12:04.819533,42.45,2
138,2025-02-04T02:29:30.979483,37.90,3
139,2024-12-21T13:39:39.607673,19.65,0
140,2024-06-30T00:35:12.288710,28.80,4
141,2025-09-05T08:48:22.837755,25.30,3
142,2024-08-11T13:47:05.705630,41.90,10
143,2025-05-18T11:04:04.547388,22.20,1
144,2024-08-06T09:17:48.615830,28.50,10
145,2025-01-24T12:27:11.527138,6.50,4
146,2025-06-06T14:26:03.983480,14.50,5
147,2024-12-15T20:19:14.403703,25.15,2
148,2025-02-14T03:04:00.113205,24.65,1
149,2025-01-30T02:30:09.985443,29.10,1
150,2025-01-12T13:34:04.010491,24.70,5
151,2024-06-26T10:17:44.391571,33.65,4
152,2025-05-18T03:28:03.687936,40.15,4
153,2024-09-22T13:27:30.275358,16.45,1
154,2024-06-09T13:47:02.810246,41.15,10
155,2025-05-08T18:28:54.939963,9.20,2
156,2025-04-30T15:40:44.724134,24.35,9
157,2025-07-23T12:21:21.040244,39.65,9
158,2025-08-22T10:00:49.964170,30.00,5
159,2024-12-01T03:29:58.691198,40.60,1
160,2025-05-05T17:40:56.264387,15.65,1
161,2025-06-14T08:00:11.979583,23.95,9
162,2025-07-31T15:03:12.928071,37.25,2
163,2024-05-27T20:28:17.514835,24.70,9
164,2024-08-23T05:50:36.445155,6.95,1
165,2024-11-09T15:49:29.664477,17.30,11
166,2024-11-18T16:36:05.278150,17.50,0
167,2025-07-01T04:27:16.536968,15.25,0
168,2025-02-09T15:33:23.715610,25.50,5
169,2024-08-20T20:28:44.006688,22.15,3
170,2025-05-24T22:55:21.365932,38.90,0
171,2025-04-18T18:28:43.563236,32.25,2
172,2024-06-22T10:43:30.010048,28.20,7
173,2024-11-01T04:16:41.497148,33.05,4
174,2024-10-01T07:10:34.741411,18.70,7
175,2025-09-15T00:03:41.591122,17.95,9
176,2025-03-01T18:57:17.866951,24.20,2
177,2025-07-27T11:25:12.451756,9.95,9
178,2024-08-28T01:47:18.655228,15.75,6
179,2025-06-05T10:01:34.266050,9.00,0
180,2024-11-18T11:08:01.617843,7.00,10
181,2024-09-23T14:40:24.419508,19.20,0
182,2025-01-07T22:26:02.259832,16.00,8
183,2024-11-13T20:52:50.094209,7.50,10
184,2025-09-12T14:11:44.506613,12.80,0
185,2024-11-07T10:32:29.244636,10.75,8
186,2024-07-12T07:42:12.164911,7.50,0
187,2025-08-15T22:17:36.505781,22.50,4
188,2025-09-30T18:13:07.508579,33.10,9
189,2024-12-06T18:14:51.478007,31.20,3
190,2025-04-23T15:33:07.773760,8.20,8
191,2024-06-17T12:17:02.314570,9.25,9
192,2024-11-06T21:28:13.308151,16.05,3
193,2024-10-26T03:12:10.424315,16.45,1
194,2025-06-02T02:30:36.893985,5.95,6
195,2025-04-02T20:56:33.619869,40.35,10
196,2024-09-01T00:34:29.162659,6.55,11
197,2025-07-08T04:21:29.153827,6.25,0
198,2024-12-19T16:43:28.055267,7.75,3
199,2024-07-08T08:14:52.320882,31.20,9
200,2025-03-14T00:15:27.253577,39.85,4
201,2024-09-14T08:11:19.852455,32.75,8
202,2024-12-23T06:57:01.251110,18.95,10
203,2024-11-29T19:00:49.454894,30.15,0
204,2024-08-07T06:33:24.359507,39.70,5
205,2025-03-02T12:48:28.342249,40.85,6
206,2025-02-06T03:50:00.351020,33.45,5
207,2024-10-26T20:23:42.248509,36.50,11
208,2024-07-12T08:38:33.387868,35.20,7
209,2025-01-15T08:31:49.395530,14.70,4
210,2024-10-20T07:21:13.185074,15.70,2
211,2025-04-04T01:50:17.132414,30.45,0
212,2025-03-06T21:46:10.490721,43.70,7
213,2025-02-01T04:36:36.646955,31.95,8
214,2024-06-24T21:09:33.306186,17.75,2
215,2024-06-29T11:14:59.097047,9.75,7
216,2024-07-25T16:47:00.429590,8.05,4
217,2025-05-07T16:24:50.223673,27.75,8
218,2025-07-12T21:36:27.971520,40.30,9
219,2025-03-30T04:25:28.826139,6.25,7
220,2025-04-26T01:01:18.122443,8.45,0
221,2025-07-03T06:28:54.197892,7.25,10
222,2024-10-28T10:37:13.599949,34.65,3
223,2025-05-25T09:03:44.020466,15.05,0
224,2024-10-03T15:01:24.638120,41.20,6
225,2025-01-02T04:30:51.367781,23.20,5
226,2024-08-23T02:20:46.900703,15.55,0
227,2024-06-12T22:14:05.091069,10.00,4
228,2024-12-15T21:13:16.987697,10.00,2
229,2025-08-14T19:34:55.669449,16.00,10
230,2024-08-22T13:24:42.499052,31.25,7
231,2025-04-19T08:38:42.611761,29.20,8
232,2025-01-19T09:15:44.450282,39.75,8
233,2024-06-02T23:37:40.590343,8.45,9
234,2025-04-13T23:21:26.527140,7.70,6
235,2025-01-30T01:37:02.131370,13.25,2
236,2024-09-24T06:41:57.266859,39.70,7
237,2024-07-24T01:19:39.464973,34.20,10
238,2025-03-22T13:03:08.238883,17.95,1
239,2024-10-28T04:06:37.091988,14.80,4
240,2025-09-11T11:13:32.381782,7.25,1
241,2025-08-12T10:00:41.763171,41.95,6
242,2024-06-29T16:01:22.937835,8.80,5
243,2025-03-03T01:02:05.029060,23.75,9
244,2024-12-26T15:34:53.417041,28.20,10
245,2025-06-27T16:01:06.731893,29.90,6
246,2025-04-01T11:00:36.200324,24.15,0
247,2025-01-02T12:13:58.313495,6.55,9
248,2025-03-17T07:46:47.394262,26.45,11
249,2025-03-03T03:31:22.462264,38.70,7
250,2025-02-19T13:11:39.206907,36.95,4
251,2025-04-06T09:38:21.307462,18.20,7
252,2024-05-29T00:21:35.188658,44.15,2
253,2024-09-03T17:41:54.585916,24.30,0
254,2025-01-27T18:11:03.146455,22.20,5
255,2024-12-12T19:22:10.950948,20.20,7
256,2025-04-30T16:34:41,17.20,5
257,2025-07-19T03:55:44.988533,9.00,3
258,2025-03-15T04:36:17.145135,25.50,7
259,2024-12-01T03:15:42.071979,8.75,9
260,2025-04-20T14:35:50.371439,16.50,11
261,2025-10-01T02:52:41.971585,7.00,0
262,2025-08-16T21:45:51.354619,9.45,3
263,2024-09-18T13:46:54.200872,33.40,2
264,2024-06-05T10:04:37.033683,31.70,9
265,2025-04-06T20:57:06.523682,7.70,9
266,2024-10-07T09:40:53.151206,39.00,8
267,2025-02-09T02:41:58.649243,39.80,8
268,2025-09-13T00:32:31.621725,15.30,0
269,2025-06-27T23:45:39.551821,31.95,6
270,2024-05-27T04:21:28.181143,36.20,11
271,2025-08-23T10:34:33.802170,8.25,5
272,2025-09-25T06:28:42.981805,40.10,10
273,2025-01-07T05:19:46.346555,27.75,4
274,2025-03-25T17:05:28.524830,33.70,8
275,2025-05-11T20:06:47.872718,22.10,8
276,2024-07-23T03:13:16.167191,18.25,6
277,2025-08-25T04:07:08,40.70,5
278,2024-07-03T05:29:40.876205,35.00,8
279,2025-07-20T17:41:54.676859,23.95,2
280,2025-09-02T05:03:03.405825,16.45,10
281,2024-11-14T03:23:24.487719,42.35,8
282,2025-07-15T05:00:22.824533,7.00,10
283,2024-07-21T05:21:48.792212,39.65,7
284,2025-09-12T17:39:39.124260,6.00,3
285,2025-06-04T06:35:51.778209,8.50,1
286,2025-02-18T19:06:07.616177,39.60,2
287,2024-09-05T01:03:24.005115,24.70,3
288,2024-12-25T19:42:47.060867,32.15,9
289,2025-07-28T08:58:43.343043,15.00,10
290,2025-07-24T17:53:33.177339,9.25,5
291,2025-01-20T03:15:43.409797,23.90,2
292,2025-08-13T20:58:09.826842,21.40,0
293,2024-08-02T13:40:23.112843,24.30,4
294,2024-12-29T11:41:22.543210,36.20,3
295,2025-01-12T13:46:09.195809,27.65,7
296,2025-06-09T09:30:57.032513,40.30,5
297,2024-07-02T07:35:17.345145,24.40,4
298,2025-01-09T19:58:45.420032,29.40,2
299,2025-07-21T09:07:02.424017,6.55,11
300,2025-04-11T04:15:59.995892,17.20,6
301,2024-07-10T08:56:09.144207,27.70,7
302,2025-03-07T19:51:32.826529,20.15,9
303,2024-11-16T05:19:28.329361,29.15,2
304,2025-09-14T20:16:58.336451,32.75,8
305,2024-10-03T23:08:51.681403,26.90,9
306,2025-08-14T08:35:25.739415,8.55,7
307,2024-06-21T17:21:40.880247,5.95,5
308,2024-06-15T17:50:29.322106,32.35,7
309,2025-07-03T16:26:36.201042,25.70,0
310,2025-03-25T17:27:38.878076,6.95,9
311,2025-07-06T01:48:09.380519,14.95,1
312,2025-05-19T05:52:52.458853,29.50,7
313,2025-09-29T22:00:25.973731,42.90,8
314,2025-07-11T11:27:51.292848,34.55,4
315,2024-12-07T02:22:27.728428,41.55,1
316,2025-08-14T02:41:51.630906,35.85,5
317,2025-06-09T15:11:57.400333,34.70,8
318,2024-06-23T18:33:26.753290,16.25,9
319,2025-01-30T07:56:27.166844,15.70,11
320,2025-02-10T14:51:21.943850,6.50,4
321,2025-07-04T11:18:00.641789,17.50,1
322,2025-05-30T20:46:15.775086,30.70,1
323,2025-02-26T21:51:54.734686,6.25,7
324,2025-08-28T06:14:01.742140,15.95,7
325,2024-12-23T17:07:46.384569,41.00,10
326,2024-10-22T02:09:24.816828,6.80,5
327,2024-07-19T20:13:08.074423,18.10,8
328,2025-09-26T09:27:27.643864,39.05,0
329,2025-06-14T19:11:48.912882,35.20,4
330,2025-01-19T03:41:50.289699,27.70,4
331,2025-04-15T08:14:20.040717,24.00,8
332,2025-07-12T15:29:16.161086,32.15,3
333,2024-08-10T09:24:46.053868,8.05,6
334,2025-05-25T04:20:41.309681,17.70,8
335,2024-06-29T15:27:24.951415,14.50,9
336,2024-07-15T04:53:12.338803,38.50,0
337,2025-04-28T20:39:33.882250,27.15,3
338,2025-02-21T14:18:28.317329,40.75,9
339,2024-07-31T11:25:50.971135,9.50,4
340,2025-08-10T01:45:41.929681,14.35,11
341,2025-02-17T05:38:24.506574,7.00,4
342,2024-10-13T17:07:58.089124,44.20,5
343,2024-10-07T10:55:57.675098,26.45,9
344,2025-06-27T12:40:12.315631,12.95,1
345,2025-09-01T23:33:38.022594,12.20,3
346,2024-06-03T22:15:27.934586,16.50,5
347,2025-07-04T03:14:35.813625,7.00,3
348,2024-10-04T21:46:37.174718,24.15,1
349,2024-08-09T01:47:09.238509,33.65,0
350,2025-08-20T22:24:42.451271,12.75,0
351,2024-12-21T05:08:37.207746,21.80,1
352,2025-04-25T07:30:29.793644,7.05,6
353,2024-06-01T06:52:51.008749,7.80,11
354,2025-06-13T08:24:53.466401,17.95,2
355,2025-08-13T01:46:36.916279,24.55,7
356,2025-06-27T23:55:45.497483,8.70,0
357,2025-02-01T02:25:25.430861,31.35,7
358,2025-05-27T05:09:39.675341,45.20,8
359,2025-02-02T21:00:44.565897,10.50,2
360,2025-04-20T06:46:59.974104,27.95,4
361,2025-05-23T01:18:50.963549,8.00,7
362,2025-03-05T05:08:46.303362,5.95,10
363,2024-09-19T07:44:33.045332,22.95,11
364,2024-06-29T22:29:25.271160,17.20,6
365,2024-07-27T06:54:03.571236,33.75,11
366,2024-09-09T09:36:01.295738,9.30,2
367,2025-06-21T02:53:38.676857,17.45,2
368,2024-06-15T18:19:26.322011,8.70,0
369,2025-04-11T13:23:10.993122,38.25,9
370,2025-09-01T20:05:00.033949,23.15,9
371,2024-08-26T21:50:08.397559,26.45,0
372,2025-06-13T10:05:51.053478,25.35,3
373,2025-05-07T05:47:05.355191,13.05,7
374,2024-08-19T08:09:03.375232,21.95,6
375,2025-01-07T10:50:59.838962,40.30,7
376,2025-08-25T00:32:49.064852,9.25,6
377,2025-03-14T00:15:35.612855,25.00,4
378,2024-05-23T13:39:41.181246,23.45,2
379,2025-07-15T14:57:01.040407,26.25,4
380,2024-11-09T04:00:55.709803,29.40,1
381,2024-07-12T04:28:04.079033,41.80,9
382,2025-01-02T22:57:00.484084,16.95,0
383,2025-06-25T23:20:05.282957,8.05,1
384,2025-05-22T01:04:31.793129,32.25,6
385,2025-08-27T06:18:40.137556,17.00,8
386,2025-04-26T10:33:43.138271,9.00,8
387,2024-10-20T01:06:15.621291,29.15,0
388,2024-11-04T15:16:28.391941,14.25,11
389,2024-10-06T22:32:21.119516,14.00,5
390,2024-07-24T22:42:05.230863,26.45,8
391,2024-06-08T19:29:34.722429,38.80,8
392,2025-08-19T20:17:32.496488,40.45,10
393,2024-05-20T13:47:39.001133,25.15,10
394,2025-02-12T13:23:00.990234,8.00,7
395,2025-07-25T10:39:22.253428,41.90,7
396,2025-05-10T22:59:39.489449,16.50,9
397,2024-07-09T04:05:11.550420,33.10,3
398,2025-06-21T02:03:20.685360,25.00,9
399,2025-07-14T02:52:19.902107,40.40,2
400,2024-08-09T02:59:07.398506,14.25,7
401,2025-07-22T08:15:51.403675,40.50,7
402,2024-06-09T19:52:18.115240,28.00,1
403,2025-08-02T15:14:17.543042,15.95,11
404,2025-02-09T07:10:18.336627,40.15,8
405,2025-04-20T11:13:00.600922,40.95,3
406,2024-06-19T22:05:06.113901,17.00,4
407,2025-06-21T19:28:44.770235,39.35,11
408,2025-03-03T21:56:22.659301,25.55,1
409,2024-06-18T09:05:55.612615,39.30,9
410,2025-03-05T16:50:42.367144,26.75,8
411,2024-11-06T09:05:51.911054,30.75,3
412,2025-01-23T19:14:16.727704,10.30,2
413,2024-06-12T04:46:22.156854,28.95,3
414,2024-08-20T16:35:55.497397,7.50,6
415,2025-07-23T09:02:50.553406,7.50,10
416,2024-12-22T09:59:16.256015,16.05,6
417,2024-05-20T10:41:52.052784,40.05,3
418,2025-02-08T23:47:36.976912,31.25,5
419,2024-12-28T19:46:27.384051,36.80,7
420,2024-09-04T11:15:21.896290,14.55,3
421,2025-02-01T04:33:06.102299,40.45,8
422,2024-09-12T06:30:30.414612,10.25,7
423,2025-07-05T06:58:38.384656,25.10,3
424,2024-07-06T17:55:20.101411,28.20,3
425,2025-08-17T14:11:43.837024,28.35,2
426,2025-02-15T22:46:56.720604,23.25,4
427,2024-08-17T22:25:53.799753,15.70,7
428,2025-07-28T22:49:07.337230,9.25,0
429,2025-06-29T04:24:38.319822,25.20,1
430,2025-03-08T10:17:47.364229,16.45,10
431,2025-05-31T23:59:02.074819,41.30,0
432,2025-04-11T06:01:44.210521,17.05,9
433,2024-09-19T23:21:37.011260,34.05,10
434,2025-05-19T17:15:25.150657,31.50,11
435,2024-12-29T04:43:32.873677,8.25,6
436,2024-06-18T07:25:33.820442,31.55,2
437,2025-04-30T00:21:13,16.05,4
438,2024-10-25T07:42:25.491407,39.15,1
439,2024-07-30T18:55:57.450500,43.65,3
440,2024-06-01T18:23:22.314684,6.50,6
441,2025-05-12T04:38:43.742375,30.05,2
442,2025-04-13T11:42:33.162777,7.75,7
443,2025-07-03T01:47:07.158347,8.75,1
444,2025-07-29T11:18:52.791799,16.45,8
445,2025-09-17T16:11:32.647038,38.30,9
446,2024-12-20T17:22:05.608036,15.65,2
447,2025-09-29T16:02:45.728267,42.75,6
448,2025-05-12T09:13:34.694877,17.25,4
449,2025-01-20T22:26:35.470408,9.00,5
450,2025-02-21T19:00:00.003205,23.75,7
451,2024-09-13T01:35:35.883875,9.20,10
452,2024-08-06T06:10:40.821753,37.95,4
453,2025-08-05T05:52:35.129704,7.25,6
454,2024-05-20T00:07:41.436041,16.05,4
455,2025-02-12T16:19:40.009096,24.75,11
456,2024-09-25T13:46:05.641188,18.45,4
457,2024-05-31T02:34:36.239794,23.00,4
458,2024-05-19T14:19:34.702249,22.00,1
459,2024-08-25T08:30:33.200222,34.40,1
460,2024-12-03T23:44:18.054233,18.50,3
461,2024-05-21T09:15:07.419572,16.75,2
462,2025-05-01T19:23:08.965389,23.30,5
463,2024-07-21T02:25:18.242845,16.95,9
464,2025-02-05T20:30:43.450352,38.80,5
465,2024-11-23T02:03:08.032568,7.80,2
466,2025-07-20T23:11:18.655855,40.40,1
467,2025-03-07T19:02:03.660694,23.30,9
468,2025-04-02T01:48:21.389146,19.00,8
469,2024-05-27T00:21:52.862073,36.20,11
470,2025-08-04T05:44:36.416640,38.75,8
471,2025-09-25T22:56:59.316756,16.20,11
472,2025-08-17T08:27:05.980313,8.50,4
473,2025-07-30T05:02:02.773719,24.75,11
474,2025-03-25T07:23:17.374143,40.00,0
475,2024-06-15T06:45:00.645259,40.00,11
476,2024-06-03T02:30:39.698368,21.50,9
477,2025-04-26T19:32:46.824908,24.30,1
478,2024-05-31T07:24:36.155361,6.25,10
479,2025-03-05T09:17:12.702542,22.45,3
480,2025-01-10T11:01:03.265375,17.70,6
481,2024-11-17T11:39:51.455866,39.45,0
482,2025-04-24T19:04:26.058049,41.00,9
483,2025-08-25T15:43:23,26.95,11
484,2024-09-06T10:02:39.768230,8.25,2
485,2024-09-12T21:31:31.656595,29.45,5
486,2025-04-23T20:05:42.783950,24.50,3
487,2025-04-20T14:31:06.779821,7.50,11
488,2025-05-09T04:06:51.818196,6.50,7
489,2025-05-26T22:43:44.927998,44.95,4
490,2024-07-01T23:18:43.096570,22.05,10
491,2024-05-30T13:27:35.404790,39.70,4
492,2024-11-06T01:08:49.084164,38.75,9
493,2025-01-10T21:21:05.210964,8.75,4
494,2025-07-29T21:34:40.052042,33.20,8
495,2024-11-17T09:44:11.962945,26.70,8
496,2025-05-07T01:05:03.463236,40.55,6
497,2024-12-07T10:32:14.068919,42.25,4
498,2024-10-02T15:45:27.150819,38.95,2
499,2025-01-10T01:58:25.140131,17.55,4
500,2025-03-31T12:30:01.905700,29.25,1
501,2024-06-08T15:13:53.876427,6.55,4
502,2025-07-24T03:35:52.230484,15.45,8
503,2024-07-09T05:28:54.463331,9.70,4
504,2025-03-22T04:04:00.069396,5.95,9
505,2024-10-03T13:59:51.003754,14.75,8
506,2024-10-01T00:16:00.985311,33.90,4
507,2024-06-27T10:59:02.278084,31.20,11
508,2024-10-04T02:32:28.942343,16.20,4
509,2025-01-16T06:36:18.069427,8.00,8
510,2025-09-14T23:29:12.976657,8.25,5
511,2024-12-21T06:09:33.677917,39.65,1
512,2024-05-20T01:13:26.362635,29.55,1
513,2025-09-11T11:33:06.137340,8.50,3
514,2025-08-29T06:53:05.187328,6.95,9
515,2025-06-13T01:02:38.770038,37.65,5
516,2024-05-19T17:46:14.908998,23.95,1
517,2025-01-02T22:29:44.408997,13.25,5
518,2024-06-15T12:37:57.801213,9.20,11
519,2024-12-21T18:04:52.802237,8.00,2
520,2025-07-17T09:24:22.493966,6.95,0
521,2024-09-12T00:25:21.287526,38.10,0
522,2024-07-30T10:08:13.754423,10.50,8
523,2025-04-30T21:00:48,7.30,11
524,2025-03-07T23:13:35.803349,9.95,3
525,2025-09-20T06:43:08.635427,40.05,8
526,2024-12-16T22:06:57.074058,7.55,10
527,2024-05-22T13:15:24.598458,42.40,6
528,2024-09-12T13:20:50.298693,22.80,11
529,2024-06-23T03:45:00.032041,31.95,0
530,2024-12-09T16:22:21.562857,14.50,3
531,2024-09-23T21:44:11.436206,18.45,10
532,2024-11-14T19:34:51.351289,32.15,0
533,2025-05-29T15:18:00.369910,21.95,6
534,2024-08-07T13:13:07.463731,25.00,10
535,2025-01-14T22:37:32.907716,17.95,4
536,2025-04-21T03:39:38.210338,36.50,0
537,2025-07-26T09:25:07.194441,40.45,4
538,2024-10-17T13:29:38.837579,9.25,3
539,2025-08-15T22:29:33.336240,18.90,4
540,2024-07-28T17:36:48.293856,33.20,4
541,2024-10-18T10:15:57.589463,24.00,6
542,2025-06-15T15:11:44.998227,30.20,6
543,2025-01-03T03:33:56.160737,24.45,4
544,2024-05-20T02:33:23.983546,43.75,8
545,2025-09-04T03:44:53.622218,17.45,8
546,2024-12-31T21:24:19.878567,23.15,6
547,2025-02-04T09:40:04.083626,9.45,4
548,2024-08-13T23:06:22.270721,28.85,0
549,2025-02-12T05:50:42.988203,43.50,1
550,2025-03-27T19:15:34.046550,8.20,6
551,2024-10-08T01:29:42.149368,9.45,8
552,2024-07-20T04:22:21.547142,29.25,0
553,2024-10-18T04:26:28.710091,23.95,6
554,2024-09-13T16:24:18.407009,6.00,10
555,2024-06-18T00:30:02.240120,9.70,8
556,2025-03-29T11:39:47.189826,6.50,0
557,2024-11-16T03:16:07.771889,36.95,5
558,2025-08-07T16:52:21.494911,10.20,0
559,2024-10-04T13:56:33.525052,17.15,0
560,2024-09-04T04:25:44.980520,25.65,2
561,2024-10-25T11:11:20.718208,34.85,7
562,2024-09-07T14:05:51.275684,25.45,10
563,2024-09-05T00:48:44.597347,7.00,9
564,2025-06-22T05:46:05.474010,33.00,6
565,2025-03-17T18:21:10.827649,8.30,6
566,2024-09-16T13:05:41.674162,38.35,8
567,2025-03-08T11:09:47.912431,18.40,9
568,2025-06-14T18:51:52.669556,17.50,4
569,2025-07-11T06:41:00.268512,33.15,2
570,2024-11-10T02:19:47.257621,7.70,9
571,2025-08-27T05:31:44.068961,7.75,0
572,2025-04-06T01:52:21.998689,32.75,2
573,2024-08-16T22:08:20.873268,34.10,3
574,2024-09-28T14:31:02.005719,41.80,2
575,2024-08-28T20:05:33.245226,8.70,0
576,2025-03-26T21:01:04.574735,37.35,8
577,2024-09-28T12:27:09.097735,13.25,6
578,2024-12-07T06:37:42.542136,27.80,1
579,2025-04-16T09:29:05.630084,38.25,10
580,2024-12-05T23:27:55.594107,15.55,2
581,2025-09-23T02:33:12.540858,40.40,5
